arrival,departure,time
Sta119,Sta86,3000
Sta57,Sta122,9660
Sta157,Sta112,3120
Sta26,Sta131,1200
Sta117,Sta56,2700
Sta167,Sta51,4740
Sta62,Sta60,3900
Sta159,Sta140,2820
Sta7,Sta47,4260
Sta50,Sta70,4080
Sta72,Sta36,3120
Sta140,Sta61,4740
Sta144,Sta139,3180
Sta34,Sta48,2820
Sta51,Sta70,5280
Sta109,Sta155,1800
Sta21,Sta163,2280
Sta64,Sta57,2640
Sta114,Sta139,4080
Sta151,Sta49,3780
Sta57,Sta162,3120
Sta32,Sta124,4860
Sta101,Sta7,4020
Sta46,Sta109,3000
Sta79,Sta150,1200
Sta99,Sta161,4860
Sta122,Sta12,4260
Sta137,Sta58,3240
Sta21,Sta139,2880
Sta102,Sta6,1020
Sta36,Sta123,3480
Sta78,Sta138,1500
Sta25,Sta119,2820
Sta11,Sta149,15540
Sta92,Sta101,2400
Sta117,Sta14,4440
Sta64,Sta162,2520
Sta162,Sta97,3060
Sta53,Sta124,4140
Sta74,Sta114,3840
Sta70,Sta35,3300
Sta27,Sta90,3120
Sta37,Sta36,2460
Sta52,Sta78,1980
Sta42,Sta68,4500
Sta77,Sta55,1020
Sta161,Sta48,3720
Sta94,Sta52,5520
Sta157,Sta66,3540
Sta14,Sta7,5040
Sta151,Sta56,2760
Sta112,Sta148,5340
Sta133,Sta143,1680
Sta114,Sta78,1680
Sta129,Sta91,1920
Sta56,Sta65,4500
Sta75,Sta53,3780
Sta42,Sta149,5760
Sta6,Sta95,2940
Sta70,Sta161,3180
Sta74,Sta35,5700
Sta32,Sta144,1140
Sta157,Sta165,2100
Sta62,Sta92,2640
Sta40,Sta145,2040
Sta112,Sta7,1920
Sta166,Sta69,2400
Sta166,Sta81,6420
Sta75,Sta141,3240
Sta129,Sta117,3180
Sta99,Sta104,7680
Sta92,Sta99,4260
Sta16,Sta141,2280
Sta140,Sta76,4500
Sta75,Sta130,10020
Sta29,Sta50,2460
Sta14,Sta77,5520
Sta5,Sta75,3540
Sta98,Sta26,2400
Sta87,Sta52,4920
Sta27,Sta121,5580
Sta62,Sta117,3240
Sta12,Sta154,2640
Sta125,Sta162,3840
Sta7,Sta4,1380
Sta157,Sta11,4260
Sta7,Sta84,2460
Sta109,Sta68,4860
Sta50,Sta68,3360
Sta151,Sta158,3780
Sta56,Sta71,3540
Sta16,Sta81,3060
Sta98,Sta101,1740
Sta2,Sta27,3420
Sta162,Sta106,3300
Sta81,Sta93,2880
Sta133,Sta44,3540
Sta123,Sta62,3360
Sta137,Sta5,1800
Sta11,Sta156,6900
Sta38,Sta54,2640
Sta145,Sta81,3780
Sta147,Sta61,5220
Sta2,Sta25,2340
Sta150,Sta75,6660
Sta150,Sta154,1800
Sta44,Sta101,2460
Sta152,Sta35,2400
Sta130,Sta31,2700
Sta129,Sta37,2460
Sta131,Sta25,1920
Sta111,Sta83,3120
Sta59,Sta124,3720
Sta164,Sta6,1860
Sta65,Sta94,7380
Sta23,Sta78,1800
Sta117,Sta91,3360
Sta65,Sta23,1800
Sta130,Sta147,4140
Sta12,Sta27,3240
Sta52,Sta64,2280
Sta145,Sta17,2160
Sta8,Sta136,3720
Sta81,Sta150,1500
Sta21,Sta9,2340
Sta43,Sta47,3660
Sta82,Sta57,5820
Sta44,Sta85,2040
Sta122,Sta26,1920
Sta65,Sta91,4980
Sta82,Sta101,2220
Sta130,Sta166,4260
Sta60,Sta28,5640
Sta98,Sta140,1800
Sta156,Sta117,5280
Sta42,Sta25,3420
Sta16,Sta156,5100
Sta155,Sta4,5700
Sta91,Sta62,3300
Sta8,Sta7,360
Sta63,Sta150,1500
Sta166,Sta123,4080
Sta151,Sta88,4740
Sta49,Sta44,5340
Sta131,Sta3,1800
Sta49,Sta160,7140
Sta80,Sta160,5640
Sta114,Sta133,2580
Sta66,Sta16,4380
Sta115,Sta8,1800
Sta167,Sta73,3780
Sta103,Sta28,5160
Sta105,Sta100,4200
Sta49,Sta45,7080
Sta125,Sta71,6900
Sta9,Sta75,4320
Sta164,Sta36,1740
Sta35,Sta75,2220
Sta125,Sta130,5880
Sta28,Sta154,5880
Sta66,Sta122,4680
Sta12,Sta121,6060
Sta103,Sta98,2460
Sta64,Sta72,2640
Sta70,Sta151,3360
Sta18,Sta154,1020
Sta62,Sta56,1800
Sta21,Sta121,6000
Sta20,Sta44,2700
Sta45,Sta42,2520
Sta70,Sta59,1800
Sta161,Sta26,3000
Sta43,Sta137,2160
Sta157,Sta82,2460
Sta26,Sta76,3660
Sta7,Sta90,2760
Sta70,Sta73,3780
Sta136,Sta39,2160
Sta59,Sta66,3900
Sta156,Sta38,6720
Sta74,Sta11,7140
Sta117,Sta72,2580
Sta46,Sta79,1920
Sta127,Sta6,4920
Sta67,Sta140,2820
Sta117,Sta79,2940
Sta43,Sta99,3720
Sta119,Sta34,4020
Sta138,Sta32,1140
Sta12,Sta97,3240
Sta9,Sta157,2640
Sta57,Sta87,5580
Sta165,Sta160,3180
Sta20,Sta51,4740
Sta124,Sta146,5040
Sta140,Sta149,5640
Sta66,Sta151,3480
Sta89,Sta164,2640
Sta96,Sta107,3780
Sta46,Sta35,3420
Sta147,Sta107,3660
Sta11,Sta55,5340
Sta50,Sta150,3300
Sta92,Sta34,3540
Sta86,Sta53,1920
Sta24,Sta83,3000
Sta95,Sta28,3720
Sta4,Sta158,1920
Sta11,Sta40,3780
Sta110,Sta145,4680
Sta147,Sta168,4440
Sta87,Sta68,5040
Sta53,Sta66,2520
Sta152,Sta95,4260
Sta16,Sta159,2520
Sta31,Sta165,2100
Sta103,Sta21,4440
Sta92,Sta124,4620
Sta120,Sta48,2940
Sta61,Sta93,2880
Sta34,Sta61,4620
Sta67,Sta96,2760
Sta57,Sta143,1740
Sta135,Sta159,1620
Sta119,Sta3,2100
Sta14,Sta116,1560
Sta109,Sta91,4080
Sta113,Sta72,1380
Sta66,Sta69,3420
Sta11,Sta68,6360
Sta85,Sta132,2460
Sta95,Sta77,2400
Sta26,Sta29,1980
Sta6,Sta66,5820
Sta65,Sta35,6660
Sta100,Sta33,2400
Sta55,Sta92,2340
Sta140,Sta114,1860
Sta83,Sta46,1620
Sta111,Sta67,2460
Sta104,Sta156,5940
Sta23,Sta11,4500
Sta132,Sta73,4800
Sta23,Sta143,4200
Sta36,Sta11,5580
Sta41,Sta6,4080
Sta96,Sta2,3000
Sta99,Sta109,5160
Sta144,Sta127,1560
Sta137,Sta104,1800
Sta117,Sta153,1620
Sta130,Sta150,2820
Sta96,Sta46,2340
Sta109,Sta79,3780
Sta101,Sta39,1740
Sta24,Sta34,4320
Sta150,Sta151,1860
Sta157,Sta143,4620
Sta113,Sta137,2640
Sta38,Sta26,2460
Sta54,Sta101,1260
Sta14,Sta143,3600
Sta8,Sta84,3180
Sta119,Sta35,5040
Sta95,Sta150,2940
Sta13,Sta95,2040
Sta107,Sta161,2340
Sta144,Sta71,3000
Sta28,Sta96,4020
Sta143,Sta120,3840
Sta148,Sta136,1800
Sta139,Sta105,1020
Sta80,Sta78,1920
Sta140,Sta19,2820
Sta143,Sta24,1020
Sta140,Sta154,3780
Sta131,Sta6,3060
Sta64,Sta24,3240
Sta143,Sta111,5340
Sta119,Sta14,3060
Sta161,Sta66,1260
Sta95,Sta78,1920
Sta124,Sta56,2700
Sta97,Sta135,3120
Sta55,Sta161,3120
Sta82,Sta104,6540
Sta160,Sta26,2880
Sta1,Sta85,2580
Sta113,Sta80,5580
Sta22,Sta111,3180
Sta163,Sta146,1920
Sta11,Sta143,7380
Sta51,Sta86,4500
Sta73,Sta125,5820
Sta66,Sta23,3120
Sta153,Sta41,4860
Sta53,Sta44,3120
Sta132,Sta49,5340
Sta112,Sta69,4860
Sta144,Sta14,2220
Sta10,Sta73,1800
Sta7,Sta66,5640
Sta9,Sta4,3300
Sta19,Sta58,1140
Sta26,Sta60,2760
Sta33,Sta81,5160
Sta94,Sta39,2460
Sta16,Sta42,3660
Sta88,Sta16,3480
Sta73,Sta103,4380
Sta133,Sta80,2820
Sta53,Sta149,3480
Sta96,Sta17,1380
Sta24,Sta39,4500
Sta15,Sta164,2400
Sta24,Sta121,8820
Sta12,Sta24,2460
Sta31,Sta116,2340
Sta34,Sta159,1860
Sta53,Sta62,4200
Sta152,Sta131,2580
Sta25,Sta144,1680
Sta79,Sta61,3060
Sta2,Sta68,4200
Sta125,Sta65,8160
Sta102,Sta144,4980
Sta158,Sta85,1920
Sta125,Sta164,4800
Sta113,Sta122,3660
Sta122,Sta142,3540
Sta32,Sta132,3300
Sta167,Sta153,2640
Sta57,Sta147,7260
Sta76,Sta95,3900
Sta2,Sta81,3240
Sta77,Sta17,1680
Sta161,Sta77,4080
Sta110,Sta72,3240
Sta53,Sta132,2640
Sta131,Sta84,1020
Sta38,Sta67,3900
Sta55,Sta128,5100
Sta59,Sta130,2940
Sta125,Sta28,6660
Sta163,Sta90,2700
Sta91,Sta122,4260
Sta99,Sta14,5880
Sta29,Sta101,1740
Sta40,Sta101,1680
Sta24,Sta80,4320
Sta127,Sta101,3240
Sta60,Sta99,5640
Sta44,Sta103,2400
Sta168,Sta77,2580
Sta11,Sta113,3120
Sta10,Sta72,2460
Sta28,Sta27,5040
Sta22,Sta42,3900
Sta60,Sta55,3480
Sta69,Sta161,1800
Sta53,Sta41,1440
Sta93,Sta77,2940
Sta64,Sta157,3180
Sta135,Sta75,2880
Sta152,Sta1,1800
Sta44,Sta59,1980
Sta168,Sta40,1140
Sta50,Sta110,1800
Sta70,Sta42,3480
Sta94,Sta155,6600
Sta53,Sta59,3240
Sta96,Sta44,51060
Sta146,Sta164,3420
Sta153,Sta101,4020
Sta93,Sta56,1500
Sta21,Sta162,2280
Sta74,Sta52,3600
Sta26,Sta3,1620
Sta139,Sta111,4800
Sta119,Sta52,2940
Sta141,Sta105,5280
Sta25,Sta38,3420
Sta3,Sta123,1620
Sta119,Sta135,3360
Sta73,Sta56,3240
Sta162,Sta150,2400
Sta44,Sta74,4980
Sta113,Sta130,3120
Sta22,Sta35,4020
Sta56,Sta66,3000
Sta39,Sta65,4200
Sta113,Sta56,2040
Sta53,Sta94,4380
Sta98,Sta94,3840
Sta72,Sta49,1800
Sta93,Sta123,14400
Sta159,Sta124,4260
Sta59,Sta46,1800
Sta55,Sta14,3960
Sta91,Sta158,2880
Sta164,Sta132,2820
Sta98,Sta147,2520
Sta57,Sta80,3120
Sta94,Sta90,2580
Sta75,Sta147,2460
Sta162,Sta152,2220
Sta143,Sta90,4020
Sta124,Sta3,4020
Sta163,Sta113,2400
Sta58,Sta162,2280
Sta30,Sta38,3900
Sta165,Sta114,1680
Sta22,Sta7,4740
Sta74,Sta167,4020
Sta25,Sta117,3000
Sta115,Sta102,1800
Sta34,Sta44,4560
Sta41,Sta24,3540
Sta52,Sta31,4020
Sta119,Sta151,3000
Sta124,Sta94,4200
Sta87,Sta48,5040
Sta11,Sta22,5280
Sta20,Sta103,2700
Sta150,Sta155,4140
Sta7,Sta104,7860
Sta57,Sta144,2580
Sta114,Sta91,1800
Sta21,Sta84,2820
Sta51,Sta99,6900
Sta105,Sta114,4080
Sta13,Sta45,1320
Sta44,Sta154,3480
Sta16,Sta157,1740
Sta63,Sta71,1800
Sta14,Sta44,4500
Sta82,Sta29,2400
Sta151,Sta15,3000
Sta55,Sta148,3660
Sta13,Sta15,1620
Sta125,Sta161,5760
Sta118,Sta165,2280
Sta6,Sta21,5580
Sta97,Sta13,4260
Sta9,Sta103,3420
Sta112,Sta101,3780
Sta40,Sta116,2160
Sta160,Sta133,5100
Sta110,Sta151,2520
Sta66,Sta152,5040
Sta112,Sta114,10200
Sta96,Sta79,3480
Sta156,Sta23,3900
Sta118,Sta159,1260
Sta98,Sta31,1680
Sta44,Sta2,2220
Sta72,Sta27,3900
Sta92,Sta11,5760
Sta163,Sta142,2700
Sta113,Sta54,1860
Sta98,Sta16,1860
Sta159,Sta151,1380
Sta43,Sta79,4200
Sta101,Sta121,4380
Sta129,Sta164,4080
Sta145,Sta137,2580
Sta37,Sta167,2880
Sta70,Sta21,3000
Sta58,Sta61,6060
Sta149,Sta75,6300
Sta65,Sta62,7020
Sta22,Sta166,4260
Sta141,Sta60,3240
Sta56,Sta164,1620
Sta12,Sta34,1800
Sta31,Sta155,5100
Sta98,Sta152,3120
Sta154,Sta71,2760
Sta97,Sta98,1980
Sta40,Sta62,1680
Sta36,Sta26,2040
Sta144,Sta28,4200
Sta138,Sta152,3600
Sta39,Sta2,1500
Sta4,Sta37,2700
Sta52,Sta130,3600
Sta9,Sta38,4500
Sta80,Sta142,3840
Sta134,Sta164,2760
Sta143,Sta136,5520
Sta94,Sta165,3120
Sta27,Sta45,4200
Sta147,Sta53,3360
Sta44,Sta156,4920
Sta12,Sta114,2580
Sta158,Sta80,4020
Sta140,Sta109,4620
Sta77,Sta101,2220
Sta24,Sta154,2880
Sta8,Sta127,5220
Sta4,Sta49,5820
Sta111,Sta50,5760
Sta42,Sta69,3000
Sta64,Sta23,5040
Sta91,Sta53,2520
Sta38,Sta15,2340
Sta38,Sta144,3840
Sta84,Sta144,2400
Sta25,Sta79,1920
Sta116,Sta32,360
Sta42,Sta18,3480
Sta142,Sta154,3120
Sta107,Sta52,1800
Sta160,Sta68,6120
Sta9,Sta95,2340
Sta80,Sta52,2460
Sta82,Sta144,2640
Sta103,Sta148,3900
Sta78,Sta64,1740
Sta62,Sta95,1440
Sta77,Sta67,3660
Sta36,Sta93,3540
Sta144,Sta114,1260
Sta119,Sta79,2940
Sta8,Sta135,2580
Sta138,Sta93,1260
Sta48,Sta153,5700
Sta85,Sta3,1920
Sta137,Sta152,2640
Sta29,Sta38,3240
Sta163,Sta125,5520
Sta7,Sta143,6660
Sta3,Sta113,1680
Sta155,Sta14,4620
Sta72,Sta97,3900
Sta132,Sta92,2880
Sta44,Sta140,3660
Sta71,Sta117,5520
Sta73,Sta75,5700
Sta29,Sta15,1140
Sta127,Sta58,3900
Sta114,Sta48,3240
Sta78,Sta69,2640
Sta25,Sta124,4380
Sta104,Sta139,5100
Sta57,Sta109,5700
Sta132,Sta79,2460
Sta152,Sta101,2580
Sta39,Sta64,2460
Sta124,Sta6,3840
Sta7,Sta39,3180
Sta81,Sta96,3600
Sta88,Sta27,4440
Sta148,Sta31,3360
Sta154,Sta78,1380
Sta32,Sta65,4740
Sta84,Sta159,2160
Sta51,Sta131,4920
Sta69,Sta76,3840
Sta100,Sta152,2880
Sta6,Sta159,4260
Sta167,Sta151,2940
Sta109,Sta93,3300
Sta17,Sta44,2160
Sta38,Sta73,4560
Sta144,Sta132,2340
Sta164,Sta40,2340
Sta131,Sta143,3660
Sta29,Sta6,3780
Sta2,Sta54,2640
Sta44,Sta19,2700
Sta39,Sta36,2820
Sta104,Sta122,6840
Sta128,Sta21,3900
Sta75,Sta93,3660
Sta92,Sta75,3960
Sta163,Sta65,3900
Sta118,Sta153,3840
Sta105,Sta138,3180
Sta168,Sta153,3420
Sta66,Sta55,3780
Sta51,Sta3,5100
Sta153,Sta46,4140
Sta60,Sta54,3840
Sta3,Sta91,1020
Sta5,Sta24,2820
Sta71,Sta1,2460
Sta150,Sta61,3660
Sta131,Sta161,2340
Sta112,Sta119,5820
Sta28,Sta43,4200
Sta109,Sta161,1800
Sta57,Sta119,2520
Sta80,Sta114,2820
Sta45,Sta16,2940
Sta59,Sta88,1740
Sta46,Sta21,1860
Sta166,Sta37,2820
Sta159,Sta7,4380
Sta101,Sta46,1920
Sta42,Sta101,2940
Sta147,Sta123,3480
Sta106,Sta141,3960
Sta19,Sta129,2700
Sta85,Sta81,3120
Sta159,Sta130,1740
Sta153,Sta67,1800
Sta154,Sta155,3540
Sta101,Sta164,3120
Sta142,Sta71,5100
Sta66,Sta165,5100
Sta45,Sta82,4740
Sta90,Sta19,1500
Sta40,Sta2,1440
Sta165,Sta149,6480
Sta167,Sta6,3060
Sta78,Sta92,2100
Sta74,Sta23,1800
Sta138,Sta137,3420
Sta11,Sta79,4800
Sta62,Sta130,3420
Sta7,Sta41,3900
Sta102,Sta108,6060
Sta100,Sta164,2880
Sta153,Sta76,6180
Sta44,Sta136,3000
Sta10,Sta137,2280
Sta160,Sta22,4620
Sta85,Sta65,5400
Sta146,Sta153,5040
Sta153,Sta129,4800
Sta96,Sta61,4380
Sta141,Sta69,2460
Sta28,Sta133,5040
Sta130,Sta85,2340
Sta144,Sta31,2160
Sta6,Sta60,5460
Sta110,Sta112,5940
Sta85,Sta12,3960
Sta69,Sta104,5220
Sta25,Sta45,3900
Sta51,Sta154,3480
Sta55,Sta147,3180
Sta53,Sta70,2100
Sta161,Sta35,4620
Sta139,Sta140,4800
Sta96,Sta55,1680
Sta112,Sta4,2220
Sta166,Sta143,6180
Sta163,Sta100,1800
Sta117,Sta83,3180
Sta48,Sta18,1020
Sta8,Sta120,4500
Sta2,Sta83,3120
Sta92,Sta70,2520
Sta127,Sta35,3840
Sta42,Sta119,4740
Sta42,Sta34,5040
Sta111,Sta138,2940
Sta128,Sta162,3960
Sta21,Sta168,3600
Sta77,Sta133,3720
Sta151,Sta112,5160
Sta19,Sta32,3120
Sta87,Sta36,3540
Sta100,Sta69,1680
Sta77,Sta124,1140
Sta143,Sta114,4080
Sta3,Sta152,3180
Sta90,Sta1,2100
Sta86,Sta149,3660
Sta38,Sta108,4380
Sta160,Sta154,5100
Sta15,Sta140,1980
Sta151,Sta138,2760
Sta117,Sta93,2520
Sta1,Sta36,3240
Sta161,Sta93,1920
Sta90,Sta119,3780
Sta78,Sta133,1740
Sta138,Sta68,3060
Sta37,Sta140,1920
Sta7,Sta76,6240
Sta136,Sta67,3360
Sta119,Sta32,1920
Sta167,Sta84,1020
Sta116,Sta49,4500
Sta157,Sta111,2040
Sta9,Sta146,1620
Sta130,Sta53,2220
Sta138,Sta168,2640
Sta139,Sta72,4680
Sta157,Sta105,6180
Sta20,Sta2,2040
Sta7,Sta72,3060
Sta17,Sta19,1560
Sta68,Sta120,3300
Sta21,Sta2,3900
Sta102,Sta35,2220
Sta147,Sta128,5580
Sta3,Sta78,1740
Sta57,Sta21,1800
Sta101,Sta16,1380
Sta125,Sta83,5220
Sta57,Sta120,4080
Sta125,Sta102,3180
Sta45,Sta132,3000
Sta83,Sta161,2160
Sta86,Sta78,2280
Sta26,Sta78,3780
Sta62,Sta159,3960
Sta17,Sta78,1800
Sta21,Sta64,2460
Sta105,Sta104,5520
Sta46,Sta39,1440
Sta77,Sta2,3480
Sta65,Sta143,6180
Sta165,Sta135,1260
Sta106,Sta121,6600
Sta79,Sta90,2340
Sta30,Sta62,10140
Sta13,Sta49,5760
Sta101,Sta143,5340
Sta148,Sta131,2760
Sta28,Sta6,3960
Sta57,Sta135,3660
Sta8,Sta103,1680
Sta110,Sta44,4260
Sta151,Sta16,3840
Sta104,Sta94,7320
Sta159,Sta37,2460
Sta8,Sta11,2700
Sta79,Sta69,2100
Sta133,Sta70,3060
Sta51,Sta31,5760
Sta113,Sta83,2700
Sta133,Sta66,1080
Sta24,Sta54,4680
Sta158,Sta51,5820
Sta125,Sta90,3840
Sta37,Sta98,1920
Sta112,Sta2,1800
Sta112,Sta23,3120
Sta83,Sta140,3000
Sta61,Sta157,3900
Sta25,Sta90,2100
Sta143,Sta53,3660
Sta13,Sta90,1440
Sta140,Sta25,3000
Sta38,Sta28,5460
Sta14,Sta96,4980
Sta73,Sta104,6300
Sta148,Sta153,5760
Sta82,Sta50,6120
Sta11,Sta151,6600
Sta4,Sta167,1440
Sta143,Sta36,6300
Sta93,Sta140,3540
Sta34,Sta21,3360
Sta94,Sta107,4500
Sta50,Sta122,5940
Sta154,Sta92,2340
Sta122,Sta130,3600
Sta14,Sta37,4200
Sta90,Sta102,3240
Sta73,Sta147,4500
Sta64,Sta93,2340
Sta142,Sta53,2400
Sta101,Sta30,2700
Sta43,Sta146,3780
Sta25,Sta21,2220
Sta128,Sta123,2700
Sta135,Sta139,3840
Sta149,Sta24,5160
Sta37,Sta113,6660
Sta125,Sta21,5460
Sta135,Sta77,2340
Sta66,Sta32,1920
Sta8,Sta46,3660
Sta139,Sta128,4920
Sta51,Sta138,3000
Sta166,Sta17,3060
Sta20,Sta71,4200
Sta146,Sta156,3480
Sta163,Sta114,2520
Sta144,Sta143,2520
Sta59,Sta41,2340
Sta159,Sta13,3360
Sta43,Sta161,4380
Sta90,Sta138,2460
Sta85,Sta109,3000
Sta135,Sta143,4020
Sta76,Sta149,4320
Sta162,Sta43,1980
Sta160,Sta59,2580
Sta124,Sta65,8100
Sta145,Sta47,3720
Sta100,Sta165,2100
Sta166,Sta6,3960
Sta109,Sta145,1800
Sta138,Sta128,3420
Sta25,Sta59,1800
Sta147,Sta39,1680
Sta153,Sta9,4860
Sta119,Sta4,4620
Sta75,Sta29,2880
Sta125,Sta46,5040
Sta35,Sta14,4680
Sta79,Sta125,4560
Sta41,Sta164,3780
Sta140,Sta65,5580
Sta61,Sta73,2880
Sta7,Sta2,1800
Sta6,Sta56,2880
Sta31,Sta102,2640
Sta140,Sta27,3780
Sta159,Sta4,2880
Sta111,Sta132,1980
Sta104,Sta56,10320
Sta73,Sta12,2640
Sta19,Sta41,3780
Sta19,Sta122,5160
Sta78,Sta20,1740
Sta81,Sta6,5160
Sta68,Sta113,3540
Sta41,Sta140,3060
Sta155,Sta34,4680
Sta71,Sta88,5400
Sta56,Sta74,4320
Sta148,Sta44,3840
Sta81,Sta84,3060
Sta18,Sta41,1680
Sta36,Sta6,3180
Sta123,Sta145,3960
Sta68,Sta55,3360
Sta21,Sta17,3420
Sta43,Sta29,1800
Sta92,Sta161,1560
Sta28,Sta109,1800
Sta136,Sta9,3960
Sta19,Sta72,1440
Sta144,Sta163,1380
Sta158,Sta143,4860
Sta102,Sta162,3240
Sta84,Sta151,4440
Sta13,Sta74,5460
Sta112,Sta55,4680
Sta89,Sta60,1800
Sta147,Sta120,4200
Sta164,Sta45,1020
Sta8,Sta111,1320
Sta35,Sta4,1980
Sta19,Sta92,2640
Sta59,Sta48,4140
Sta131,Sta96,2340
Sta71,Sta106,4260
Sta93,Sta2,2580
Sta14,Sta113,3780
Sta36,Sta92,4260
Sta1,Sta48,1560
Sta22,Sta3,1320
Sta75,Sta66,6300
Sta64,Sta50,3540
Sta125,Sta62,4560
Sta21,Sta141,3180
Sta85,Sta91,2460
Sta144,Sta125,4620
Sta139,Sta148,10080
Sta118,Sta57,3240
Sta40,Sta140,2040
Sta161,Sta51,2100
Sta75,Sta158,2700
Sta58,Sta129,4440
Sta46,Sta113,2160
Sta119,Sta93,2280
Sta123,Sta7,4680
Sta59,Sta144,2880
Sta9,Sta2,3000
Sta59,Sta164,3540
Sta85,Sta49,5040
Sta75,Sta22,4560
Sta112,Sta138,4860
Sta19,Sta12,4020
Sta34,Sta28,6600
Sta146,Sta38,3960
Sta148,Sta11,6780
Sta125,Sta25,4500
Sta119,Sta15,2940
Sta44,Sta55,2940
Sta36,Sta74,6540
Sta157,Sta80,3300
Sta153,Sta23,4080
Sta119,Sta55,3660
Sta54,Sta73,4260
Sta74,Sta72,4200
Sta21,Sta157,2760
Sta6,Sta123,4800
Sta92,Sta12,1560
Sta27,Sta36,4320
Sta14,Sta29,2640
Sta143,Sta130,3720
Sta100,Sta18,2100
Sta11,Sta155,7260
Sta21,Sta26,3120
Sta13,Sta119,4680
Sta130,Sta144,1980
Sta21,Sta145,4260
Sta77,Sta166,1140
Sta113,Sta48,3180
Sta65,Sta137,1800
Sta44,Sta65,5760
Sta166,Sta152,2820
Sta53,Sta77,3180
Sta66,Sta60,2460
Sta130,Sta68,1800
Sta60,Sta87,4620
Sta55,Sta49,1800
Sta23,Sta21,2700
Sta111,Sta121,3900
Sta18,Sta82,2820
Sta94,Sta156,5940
Sta92,Sta125,5160
Sta163,Sta36,4860
Sta79,Sta95,2220
Sta83,Sta94,4620
Sta54,Sta83,2340
Sta74,Sta103,5640
Sta124,Sta141,4620
Sta6,Sta15,3060
Sta99,Sta163,5220
Sta145,Sta38,2880
Sta82,Sta109,3420
Sta152,Sta77,1500
Sta120,Sta24,4560
Sta132,Sta152,3600
Sta153,Sta70,4800
Sta16,Sta94,4860
Sta65,Sta95,5340
Sta77,Sta37,2400
Sta37,Sta59,2160
Sta77,Sta90,1800
Sta18,Sta144,1140
Sta92,Sta113,1800
Sta1,Sta103,3000
Sta5,Sta94,3600
Sta133,Sta125,6000
Sta101,Sta59,1560
Sta14,Sta66,2880
Sta62,Sta69,2040
Sta144,Sta124,4860
Sta4,Sta58,2640
Sta94,Sta112,1260
Sta154,Sta124,5880
Sta26,Sta147,2760
Sta97,Sta92,2880
Sta158,Sta97,4140
Sta116,Sta120,1560
Sta167,Sta75,3300
Sta60,Sta29,2220
Sta33,Sta9,1800
Sta156,Sta75,5880
Sta61,Sta85,4740
Sta163,Sta55,2400
Sta93,Sta122,3060
Sta47,Sta59,2940
Sta151,Sta96,4080
Sta127,Sta124,4800
Sta46,Sta26,1500
Sta24,Sta51,1140
Sta121,Sta97,1800
Sta21,Sta133,1800
Sta19,Sta116,3060
Sta142,Sta2,1980
Sta103,Sta42,2040
Sta117,Sta49,5820
Sta38,Sta159,3960
Sta165,Sta127,3660
Sta154,Sta56,2520
Sta89,Sta116,3180
Sta55,Sta79,1920
Sta13,Sta151,4140
Sta52,Sta18,1500
Sta95,Sta154,2520
Sta28,Sta48,5340
Sta19,Sta6,2820
Sta168,Sta112,3360
Sta164,Sta20,1740
Sta163,Sta20,2340
Sta84,Sta166,4140
Sta107,Sta111,1800
Sta30,Sta43,3060
Sta71,Sta46,4440
Sta93,Sta163,10860
Sta121,Sta52,6000
Sta39,Sta153,3000
Sta85,Sta71,4260
Sta35,Sta92,3240
Sta113,Sta50,3900
Sta77,Sta129,3480
Sta90,Sta18,2520
Sta110,Sta75,5580
Sta138,Sta114,1980
Sta138,Sta97,2580
Sta77,Sta1,3240
Sta94,Sta50,5460
Sta138,Sta117,3360
Sta62,Sta10,3540
Sta155,Sta39,4020
Sta25,Sta31,2460
Sta29,Sta13,1800
Sta27,Sta133,2760
Sta68,Sta37,1800
Sta32,Sta50,2160
Sta90,Sta155,4560
Sta4,Sta34,5040
Sta159,Sta92,1920
Sta86,Sta38,2880
Sta107,Sta62,3900
Sta59,Sta138,3420
Sta37,Sta133,3120
Sta86,Sta57,3360
Sta97,Sta118,3480
Sta45,Sta87,1500
Sta135,Sta102,3060
Sta38,Sta143,6540
Sta132,Sta57,4980
Sta88,Sta164,2160
Sta119,Sta137,4860
Sta105,Sta66,2400
Sta79,Sta144,1080
Sta158,Sta62,2580
Sta83,Sta51,3600
Sta67,Sta45,3300
Sta42,Sta50,1800
Sta108,Sta166,4860
Sta164,Sta8,1380
Sta1,Sta6,4200
Sta34,Sta131,3120
Sta94,Sta38,3420
Sta68,Sta97,2640
Sta77,Sta26,1680
Sta156,Sta82,4980
Sta166,Sta160,3660
Sta26,Sta43,1620
Sta65,Sta133,4560
Sta115,Sta106,2640
Sta164,Sta54,2220
Sta144,Sta7,4320
Sta4,Sta51,6660
Sta97,Sta42,4440
Sta82,Sta142,3660
Sta65,Sta27,3660
Sta162,Sta133,2100
Sta4,Sta101,2460
Sta77,Sta107,3900
Sta54,Sta152,2220
Sta59,Sta140,2340
Sta88,Sta62,2640
Sta123,Sta140,3000
Sta50,Sta48,1800
Sta156,Sta150,3840
Sta15,Sta45,2700
Sta68,Sta125,6120
Sta58,Sta103,2520
Sta96,Sta31,1680
Sta119,Sta68,3180
Sta77,Sta130,3720
Sta153,Sta54,4740
Sta66,Sta9,3000
Sta20,Sta74,4980
Sta137,Sta111,1980
Sta20,Sta64,3480
Sta32,Sta112,4260
Sta59,Sta82,2580
Sta134,Sta51,5220
Sta81,Sta101,3660
