arrival,Stain,distin,departure,Staout,distout,time
Sta20,11号线,Dist5,Sta18,2号线,Dist1,77
Sta99,11号线,Dist10,Sta18,2号线,Dist1,77
Sta12,3号线,Dist7,Sta77,11号线,Dist10,77
Sta139,2号线,Dist5,Sta95,12号线,Dist5,77
Sta2,10号线,Dist5,Sta97,1号线,Dist3,77
Sta66,3号线,Dist7,Sta96,5号线,Dist5,77
Sta101,12号线,Dist8,Sta79,2号线,Dist1,77
Sta116,12号线,Dist6,Sta94,10号线,Dist5,77
Sta145,10号线,Dist5,Sta151,2号线,Dist2,77
Sta47,2号线,Dist1,Sta6,10号线,Dist5,78
Sta74,1号线,Dist3,Sta24,2号线,Dist6,78
Sta166,11号线,Dist10,Sta27,2号线,Dist2,78
Sta108,1号线,Dist1,Sta6,10号线,Dist5,78
Sta28,11号线,Dist10,Sta138,3号线,Dist6,78
Sta1,1号线,Dist1,Sta28,11号线,Dist10,78
Sta38,4号线,Dist8,Sta120,11号线,Dist6,78
Sta89,1号线,Dist3,Sta153,3号线,Dist5,78
Sta154,1号线,Dist3,Sta122,11号线,Dist10,78
Sta88,10号线,Dist5,Sta12,3号线,Dist7,78
Sta125,3号线,Dist5,Sta122,11号线,Dist10,78
Sta151,2号线,Dist2,Sta109,3号线,Dist5,78
Sta51,2号线,Dist7,Sta25,11号线,Dist6,78
Sta54,5号线,Dist5,Sta49,1号线,Dist3,78
Sta134,10号线,Dist5,Sta105,2号线,Dist4,78
Sta124,11号线,Dist10,Sta1,1号线,Dist1,78
Sta123,2号线,Dist2,Sta124,11号线,Dist10,78
Sta103,10号线,Dist5,Sta99,11号线,Dist10,78
Sta71,2号线,Dist4,Sta140,11号线,Dist5,78
Sta111,11号线,Dist5,Sta125,3号线,Dist5,78
Sta82,11号线,Dist5,Sta76,2号线,Dist4,78
Sta153,3号线,Dist5,Sta123,2号线,Dist2,78
Sta99,11号线,Dist10,Sta27,2号线,Dist2,78
Sta121,3号线,Dist5,Sta54,5号线,Dist5,78
Sta156,3号线,Dist7,Sta37,5号线,Dist5,78
Sta168,10号线,Dist5,Sta156,3号线,Dist7,78
Sta139,2号线,Dist5,Sta85,10号线,Dist5,78
Sta24,2号线,Dist6,Sta86,11号线,Dist8,78
Sta4,10号线,Dist5,Sta106,1号线,Dist3,78
Sta60,12号线,Dist2,Sta147,3号线,Dist5,78
Sta113,3号线,Dist5,Sta49,1号线,Dist3,78
Sta139,2号线,Dist5,Sta31,12号线,Dist8,78
Sta122,11号线,Dist10,Sta121,3号线,Dist5,78
Sta69,5号线,Dist5,Sta143,3号线,Dist7,78
Sta66,3号线,Dist7,Sta122,11号线,Dist10,78
Sta110,1号线,Dist3,Sta145,10号线,Dist5,78
Sta139,2号线,Dist5,Sta72,12号线,Dist6,78
Sta24,2号线,Dist6,Sta54,5号线,Dist5,78
Sta112,3号线,Dist5,Sta55,11号线,Dist5,78
Sta123,2号线,Dist2,Sta7,10号线,Dist5,78
Sta13,11号线,Dist5,Sta119,3号线,Dist7,78
Sta148,12号线,Dist2,Sta108,1号线,Dist1,78
Sta8,10号线,Dist5,Sta159,1号线,Dist1,78
Sta36,11号线,Dist10,Sta109,3号线,Dist5,78
Sta137,12号线,Dist3,Sta79,2号线,Dist1,78
Sta121,3号线,Dist5,Sta69,5号线,Dist5,78
Sta26,12号线,Dist5,Sta11,3号线,Dist5,78
Sta136,12号线,Dist3,Sta161,3号线,Dist7,78
Sta148,12号线,Dist2,Sta164,11号线,Dist5,78
Sta73,12号线,Dist2,Sta145,10号线,Dist5,78
Sta50,3号线,Dist7,Sta62,4号线,Dist8,78
Sta82,11号线,Dist5,Sta52,2号线,Dist4,78
Sta51,2号线,Dist7,Sta23,11号线,Dist5,78
Sta140,11号线,Dist5,Sta52,2号线,Dist4,78
Sta147,3号线,Dist5,Sta64,1号线,Dist3,78
Sta93,12号线,Dist6,Sta71,2号线,Dist4,78
Sta121,3号线,Dist5,Sta58,4号线,Dist8,78
Sta79,2号线,Dist1,Sta124,11号线,Dist10,78
Sta110,1号线,Dist3,Sta96,5号线,Dist5,78
Sta153,3号线,Dist5,Sta31,12号线,Dist8,78
Sta151,2号线,Dist2,Sta117,3号线,Dist5,78
Sta9,2号线,Dist1,Sta152,11号线,Dist1,78
Sta111,11号线,Dist5,Sta71,2号线,Dist4,78
Sta96,5号线,Dist5,Sta119,3号线,Dist7,78
Sta21,3号线,Dist7,Sta94,10号线,Dist5,78
Sta107,1号线,Dist2,Sta58,4号线,Dist8,78
Sta154,1号线,Dist3,Sta96,5号线,Dist5,78
Sta61,3号线,Dist7,Sta77,11号线,Dist10,78
Sta11,3号线,Dist5,Sta3,11号线,Dist6,78
Sta133,3号线,Dist6,Sta149,1号线,Dist3,78
Sta24,2号线,Dist6,Sta20,11号线,Dist5,78
Sta28,11号线,Dist10,Sta81,2号线,Dist2,79
Sta74,1号线,Dist3,Sta142,3号线,Dist5,79
Sta142,3号线,Dist5,Sta139,2号线,Dist5,79
Sta61,3号线,Dist7,Sta137,12号线,Dist3,79
Sta121,3号线,Dist5,Sta91,12号线,Dist6,79
Sta149,1号线,Dist3,Sta134,10号线,Dist5,79
Sta139,2号线,Dist5,Sta54,5号线,Dist5,79
Sta27,2号线,Dist2,Sta87,10号线,Dist8,79
Sta28,11号线,Dist10,Sta127,2号线,Dist2,79
Sta19,4号线,Dist8,Sta66,3号线,Dist7,79
Sta74,1号线,Dist3,Sta70,11号线,Dist5,79
Sta147,3号线,Dist5,Sta110,1号线,Dist3,79
Sta164,11号线,Dist5,Sta151,2号线,Dist2,79
Sta16,5号线,Dist5,Sta110,1号线,Dist3,79
Sta35,3号线,Dist5,Sta48,2号线,Dist2,79
Sta139,2号线,Dist5,Sta2,10号线,Dist5,79
Sta65,1号线,Dist3,Sta12,3号线,Dist7,79
Sta6,10号线,Dist5,Sta83,1号线,Dist2,79
Sta49,1号线,Dist3,Sta71,2号线,Dist4,79
Sta38,4号线,Dist8,Sta92,12号线,Dist6,79
Sta82,11号线,Dist5,Sta58,4号线,Dist8,79
Sta49,1号线,Dist3,Sta157,10号线,Dist8,79
Sta31,12号线,Dist8,Sta156,3号线,Dist7,79
Sta147,3号线,Dist5,Sta122,11号线,Dist10,79
Sta117,3号线,Dist5,Sta57,2号线,Dist4,79
Sta105,2号线,Dist4,Sta90,12号线,Dist5,79
Sta106,1号线,Dist3,Sta117,3号线,Dist5,79
Sta94,10号线,Dist5,Sta133,3号线,Dist6,79
Sta2,10号线,Dist5,Sta61,3号线,Dist7,79
Sta167,3号线,Dist5,Sta51,2号线,Dist7,79
Sta140,11号线,Dist5,Sta61,3号线,Dist7,79
Sta151,2号线,Dist2,Sta88,10号线,Dist5,79
Sta20,11号线,Dist5,Sta51,2号线,Dist7,79
Sta22,3号线,Dist6,Sta7,10号线,Dist5,79
Sta32,12号线,Dist6,Sta65,1号线,Dist3,79
Sta61,3号线,Dist7,Sta85,10号线,Dist5,79
Sta153,3号线,Dist5,Sta54,5号线,Dist5,79
Sta64,1号线,Dist3,Sta87,10号线,Dist8,79
Sta45,11号线,Dist5,Sta47,2号线,Dist1,79
Sta70,11号线,Dist5,Sta24,2号线,Dist6,79
Sta160,10号线,Dist5,Sta163,2号线,Dist1,79
Sta24,2号线,Dist6,Sta142,3号线,Dist5,79
Sta11,3号线,Dist5,Sta54,5号线,Dist5,79
Sta33,3号线,Dist5,Sta54,5号线,Dist5,79
Sta158,3号线,Dist5,Sta106,1号线,Dist3,79
Sta102,10号线,Dist5,Sta129,2号线,Dist1,79
Sta28,11号线,Dist10,Sta113,3号线,Dist5,79
Sta87,10号线,Dist8,Sta150,1号线,Dist3,79
Sta32,12号线,Dist6,Sta7,10号线,Dist5,79
Sta165,4号线,Dist8,Sta12,3号线,Dist7,79
Sta96,5号线,Dist5,Sta87,10号线,Dist8,79
Sta46,11号线,Dist8,Sta11,3号线,Dist5,79
Sta46,11号线,Dist8,Sta33,3号线,Dist5,79
Sta91,12号线,Dist6,Sta8,10号线,Dist5,79
Sta83,1号线,Dist2,Sta112,3号线,Dist5,79
Sta153,3号线,Dist5,Sta86,11号线,Dist8,79
Sta159,1号线,Dist1,Sta153,3号线,Dist5,79
Sta8,10号线,Dist5,Sta47,2号线,Dist1,79
Sta133,3号线,Dist6,Sta99,11号线,Dist10,79
Sta54,5号线,Dist5,Sta105,2号线,Dist4,79
Sta82,11号线,Dist5,Sta73,12号线,Dist2,79
Sta38,4号线,Dist8,Sta12,3号线,Dist7,79
Sta118,11号线,Dist5,Sta51,2号线,Dist7,79
Sta121,3号线,Dist5,Sta1,1号线,Dist1,80
Sta145,10号线,Dist5,Sta28,11号线,Dist10,80
Sta49,1号线,Dist3,Sta139,2号线,Dist5,80
Sta49,1号线,Dist3,Sta95,12号线,Dist5,80
Sta47,2号线,Dist1,Sta33,3号线,Dist5,80
Sta81,2号线,Dist2,Sta160,10号线,Dist5,80
Sta12,3号线,Dist7,Sta87,10号线,Dist8,80
Sta28,11号线,Dist10,Sta22,3号线,Dist6,80
Sta66,3号线,Dist7,Sta149,1号线,Dist3,80
Sta108,1号线,Dist1,Sta121,3号线,Dist5,80
Sta87,10号线,Dist8,Sta161,3号线,Dist7,80
Sta122,11号线,Dist10,Sta76,2号线,Dist4,80
Sta125,3号线,Dist5,Sta136,12号线,Dist3,80
Sta91,12号线,Dist6,Sta99,11号线,Dist10,80
Sta27,2号线,Dist2,Sta75,10号线,Dist5,80
Sta142,3号线,Dist5,Sta124,11号线,Dist10,80
Sta88,10号线,Dist5,Sta68,2号线,Dist4,80
Sta7,10号线,Dist5,Sta83,1号线,Dist2,80
Sta153,3号线,Dist5,Sta81,2号线,Dist2,80
Sta121,3号线,Dist5,Sta37,5号线,Dist5,80
Sta160,10号线,Dist5,Sta73,12号线,Dist2,80
Sta71,2号线,Dist4,Sta65,1号线,Dist3,80
Sta65,1号线,Dist3,Sta167,3号线,Dist5,80
Sta88,10号线,Dist5,Sta64,1号线,Dist3,80
Sta51,2号线,Dist7,Sta128,1号线,Dist3,80
Sta101,12号线,Dist8,Sta156,3号线,Dist7,80
Sta78,2号线,Dist1,Sta160,10号线,Dist5,80
Sta142,3号线,Dist5,Sta28,11号线,Dist10,80
Sta132,5号线,Dist5,Sta143,3号线,Dist7,80
Sta32,12号线,Dist6,Sta8,10号线,Dist5,80
Sta24,2号线,Dist6,Sta134,10号线,Dist5,80
Sta8,10号线,Dist5,Sta41,3号线,Dist6,80
Sta109,3号线,Dist5,Sta73,12号线,Dist2,80
Sta52,2号线,Dist4,Sta35,3号线,Dist5,80
Sta132,5号线,Dist5,Sta73,12号线,Dist2,80
Sta125,3号线,Dist5,Sta164,11号线,Dist5,80
Sta139,2号线,Dist5,Sta111,11号线,Dist5,80
Sta11,3号线,Dist5,Sta79,2号线,Dist1,80
Sta153,3号线,Dist5,Sta129,2号线,Dist1,80
Sta139,2号线,Dist5,Sta140,11号线,Dist5,80
Sta6,10号线,Dist5,Sta123,2号线,Dist2,80
Sta153,3号线,Dist5,Sta70,11号线,Dist5,80
Sta127,2号线,Dist2,Sta124,11号线,Dist10,80
Sta12,3号线,Dist7,Sta152,11号线,Dist1,80
Sta59,4号线,Dist8,Sta71,2号线,Dist4,80
Sta32,12号线,Dist6,Sta166,11号线,Dist10,80
Sta96,5号线,Dist5,Sta124,11号线,Dist10,80
Sta94,10号线,Dist5,Sta27,2号线,Dist2,80
Sta21,3号线,Dist7,Sta136,12号线,Dist3,80
Sta9,2号线,Dist1,Sta137,12号线,Dist3,80
Sta60,12号线,Dist2,Sta36,11号线,Dist10,80
Sta58,4号线,Dist8,Sta21,3号线,Dist7,80
Sta25,11号线,Dist6,Sta18,2号线,Dist1,80
Sta159,1号线,Dist1,Sta112,3号线,Dist5,80
Sta128,1号线,Dist3,Sta119,3号线,Dist7,80
Sta6,10号线,Dist5,Sta144,3号线,Dist6,80
Sta43,5号线,Dist5,Sta88,10号线,Dist5,80
Sta2,10号线,Dist5,Sta50,3号线,Dist7,80
Sta68,2号线,Dist4,Sta62,4号线,Dist8,80
Sta121,3号线,Dist5,Sta9,2号线,Dist1,81
Sta149,1号线,Dist3,Sta119,3号线,Dist7,81
Sta64,1号线,Dist3,Sta45,11号线,Dist5,81
Sta65,1号线,Dist3,Sta134,10号线,Dist5,81
Sta49,1号线,Dist3,Sta119,3号线,Dist7,81
Sta143,3号线,Dist7,Sta150,1号线,Dist3,81
Sta138,3号线,Dist6,Sta7,10号线,Dist5,81
Sta11,3号线,Dist5,Sta137,12号线,Dist3,81
Sta87,10号线,Dist8,Sta80,1号线,Dist3,81
Sta49,1号线,Dist3,Sta23,11号线,Dist5,81
Sta120,11号线,Dist6,Sta112,3号线,Dist5,81
Sta55,11号线,Dist5,Sta125,3号线,Dist5,81
Sta31,12号线,Dist8,Sta143,3号线,Dist7,81
Sta136,12号线,Dist3,Sta121,3号线,Dist5,81
Sta96,5号线,Dist5,Sta94,10号线,Dist5,81
Sta65,1号线,Dist3,Sta139,2号线,Dist5,81
Sta139,2号线,Dist5,Sta82,11号线,Dist5,81
Sta107,1号线,Dist2,Sta153,3号线,Dist5,81
Sta66,3号线,Dist7,Sta106,1号线,Dist3,81
Sta121,3号线,Dist5,Sta137,12号线,Dist3,81
Sta112,3号线,Dist5,Sta81,2号线,Dist2,81
Sta73,12号线,Dist2,Sta122,11号线,Dist10,81
Sta8,10号线,Dist5,Sta123,2号线,Dist2,81
Sta4,10号线,Dist5,Sta156,3号线,Dist7,81
Sta32,12号线,Dist6,Sta124,11号线,Dist10,81
Sta99,11号线,Dist10,Sta161,3号线,Dist7,81
Sta109,3号线,Dist5,Sta68,2号线,Dist4,81
Sta112,3号线,Dist5,Sta69,5号线,Dist5,81
Sta153,3号线,Dist5,Sta9,2号线,Dist1,81
Sta163,2号线,Dist1,Sta36,11号线,Dist10,81
Sta16,5号线,Dist5,Sta94,10号线,Dist5,81
Sta144,3号线,Dist6,Sta124,11号线,Dist10,81
Sta119,3号线,Dist7,Sta137,12号线,Dist3,81
Sta108,1号线,Dist1,Sta166,11号线,Dist10,81
Sta149,1号线,Dist3,Sta168,10号线,Dist5,81
Sta51,2号线,Dist7,Sta110,1号线,Dist3,81
Sta149,1号线,Dist3,Sta55,11号线,Dist5,81
Sta8,10号线,Dist5,Sta13,11号线,Dist5,81
Sta122,11号线,Dist10,Sta60,12号线,Dist2,81
Sta153,3号线,Dist5,Sta59,4号线,Dist8,81
Sta11,3号线,Dist5,Sta101,12号线,Dist8,81
Sta82,11号线,Dist5,Sta161,3号线,Dist7,81
Sta121,3号线,Dist5,Sta25,11号线,Dist6,81
Sta44,3号线,Dist5,Sta57,2号线,Dist4,81
Sta105,2号线,Dist4,Sta55,11号线,Dist5,81
Sta152,11号线,Dist1,Sta52,2号线,Dist4,81
Sta60,12号线,Dist2,Sta94,10号线,Dist5,81
Sta128,1号线,Dist3,Sta158,3号线,Dist5,81
Sta157,10号线,Dist8,Sta71,2号线,Dist4,81
Sta58,4号线,Dist8,Sta28,11号线,Dist10,81
Sta112,3号线,Dist5,Sta36,11号线,Dist10,81
Sta110,1号线,Dist3,Sta2,10号线,Dist5,81
Sta142,3号线,Dist5,Sta166,11号线,Dist10,81
Sta22,3号线,Dist6,Sta164,11号线,Dist5,81
Sta147,3号线,Dist5,Sta97,1号线,Dist3,81
Sta91,12号线,Dist6,Sta6,10号线,Dist5,81
Sta161,3号线,Dist7,Sta38,4号线,Dist8,81
Sta35,3号线,Dist5,Sta68,2号线,Dist4,81
Sta31,12号线,Dist8,Sta71,2号线,Dist4,81
Sta64,1号线,Dist3,Sta84,4号线,Dist5,81
Sta150,1号线,Dist3,Sta109,3号线,Dist5,81
Sta122,11号线,Dist10,Sta106,1号线,Dist3,81
Sta141,3号线,Dist5,Sta149,1号线,Dist3,82
Sta122,11号线,Dist10,Sta61,3号线,Dist7,82
Sta35,3号线,Dist5,Sta110,1号线,Dist3,82
Sta148,12号线,Dist2,Sta109,3号线,Dist5,82
Sta99,11号线,Dist10,Sta12,3号线,Dist7,82
Sta19,4号线,Dist8,Sta82,11号线,Dist5,82
Sta143,3号线,Dist7,Sta59,4号线,Dist8,82
Sta11,3号线,Dist5,Sta63,11号线,Dist1,82
Sta139,2号线,Dist5,Sta44,3号线,Dist5,82
Sta38,4号线,Dist8,Sta138,3号线,Dist6,82
Sta103,10号线,Dist5,Sta66,3号线,Dist7,82
Sta61,3号线,Dist7,Sta59,4号线,Dist8,82
Sta41,3号线,Dist6,Sta102,10号线,Dist5,82
Sta2,10号线,Dist5,Sta156,3号线,Dist7,82
Sta142,3号线,Dist5,Sta128,1号线,Dist3,82
Sta47,2号线,Dist1,Sta11,3号线,Dist5,82
Sta109,3号线,Dist5,Sta120,11号线,Dist6,82
Sta61,3号线,Dist7,Sta62,4号线,Dist8,82
Sta7,10号线,Dist5,Sta9,2号线,Dist1,82
Sta154,1号线,Dist3,Sta94,10号线,Dist5,82
Sta87,10号线,Dist8,Sta52,2号线,Dist4,82
Sta127,2号线,Dist2,Sta6,10号线,Dist5,82
Sta51,2号线,Dist7,Sta131,3号线,Dist5,82
Sta139,2号线,Dist5,Sta128,1号线,Dist3,82
Sta38,4号线,Dist8,Sta99,11号线,Dist10,82
Sta44,3号线,Dist5,Sta128,1号线,Dist3,82
Sta112,3号线,Dist5,Sta38,4号线,Dist8,82
Sta28,11号线,Dist10,Sta4,10号线,Dist5,82
Sta157,10号线,Dist8,Sta149,1号线,Dist3,82
Sta43,5号线,Dist5,Sta73,12号线,Dist2,82
Sta125,3号线,Dist5,Sta78,2号线,Dist1,82
Sta106,1号线,Dist3,Sta59,4号线,Dist8,82
Sta139,2号线,Dist5,Sta84,4号线,Dist5,82
Sta57,2号线,Dist4,Sta59,4号线,Dist8,82
Sta60,12号线,Dist2,Sta160,10号线,Dist5,82
Sta30,3号线,Dist6,Sta102,10号线,Dist5,82
Sta42,3号线,Dist5,Sta52,2号线,Dist4,82
Sta62,4号线,Dist8,Sta99,11号线,Dist10,82
Sta154,1号线,Dist3,Sta7,10号线,Dist5,82
Sta92,12号线,Dist6,Sta153,3号线,Dist5,82
Sta107,1号线,Dist2,Sta102,10号线,Dist5,82
Sta75,10号线,Dist5,Sta117,3号线,Dist5,82
Sta146,11号线,Dist6,Sta51,2号线,Dist7,82
Sta65,1号线,Dist3,Sta16,5号线,Dist5,82
Sta85,10号线,Dist5,Sta156,3号线,Dist7,82
Sta168,10号线,Dist5,Sta11,3号线,Dist5,82
Sta83,1号线,Dist2,Sta165,4号线,Dist8,82
Sta157,10号线,Dist8,Sta65,1号线,Dist3,82
Sta87,10号线,Dist8,Sta151,2号线,Dist2,83
Sta103,10号线,Dist5,Sta61,3号线,Dist7,83
Sta160,10号线,Dist5,Sta64,1号线,Dist3,83
Sta149,1号线,Dist3,Sta142,3号线,Dist5,83
Sta127,2号线,Dist2,Sta153,3号线,Dist5,83
Sta91,12号线,Dist6,Sta49,1号线,Dist3,83
Sta148,12号线,Dist2,Sta94,10号线,Dist5,83
Sta61,3号线,Dist7,Sta128,1号线,Dist3,83
Sta103,10号线,Dist5,Sta68,2号线,Dist4,83
Sta50,3号线,Dist7,Sta59,4号线,Dist8,83
Sta130,11号线,Dist6,Sta102,10号线,Dist5,83
Sta110,1号线,Dist3,Sta88,10号线,Dist5,83
Sta159,1号线,Dist1,Sta121,3号线,Dist5,83
Sta9,2号线,Dist1,Sta125,3号线,Dist5,83
Sta53,2号线,Dist1,Sta6,10号线,Dist5,83
Sta153,3号线,Dist5,Sta163,2号线,Dist1,83
Sta99,11号线,Dist10,Sta42,3号线,Dist5,83
Sta51,2号线,Dist7,Sta120,11号线,Dist6,83
Sta69,5号线,Dist5,Sta125,3号线,Dist5,83
Sta74,1号线,Dist3,Sta61,3号线,Dist7,83
Sta75,10号线,Dist5,Sta12,3号线,Dist7,83
Sta149,1号线,Dist3,Sta23,11号线,Dist5,83
Sta154,1号线,Dist3,Sta112,3号线,Dist5,83
Sta8,10号线,Dist5,Sta108,1号线,Dist1,83
Sta83,1号线,Dist2,Sta124,11号线,Dist10,83
Sta165,4号线,Dist8,Sta125,3号线,Dist5,83
Sta81,2号线,Dist2,Sta124,11号线,Dist10,83
Sta65,1号线,Dist3,Sta91,12号线,Dist6,83
Sta102,10号线,Dist5,Sta144,3号线,Dist6,83
Sta44,3号线,Dist5,Sta74,1号线,Dist3,83
Sta132,5号线,Dist5,Sta57,2号线,Dist4,83
Sta156,3号线,Dist7,Sta82,11号线,Dist5,83
Sta20,11号线,Dist5,Sta74,1号线,Dist3,83
Sta83,1号线,Dist2,Sta33,3号线,Dist5,83
Sta160,10号线,Dist5,Sta21,3号线,Dist7,83
Sta130,11号线,Dist6,Sta112,3号线,Dist5,83
Sta135,10号线,Dist5,Sta51,2号线,Dist7,83
Sta124,11号线,Dist10,Sta158,3号线,Dist5,83
Sta76,2号线,Dist4,Sta45,11号线,Dist5,83
Sta95,12号线,Dist5,Sta74,1号线,Dist3,83
Sta117,3号线,Dist5,Sta99,11号线,Dist10,83
Sta168,10号线,Dist5,Sta121,3号线,Dist5,83
Sta128,1号线,Dist3,Sta2,10号线,Dist5,83
Sta45,11号线,Dist5,Sta91,12号线,Dist6,83
Sta35,3号线,Dist5,Sta73,12号线,Dist2,83
Sta39,3号线,Dist5,Sta51,2号线,Dist7,83
Sta78,2号线,Dist1,Sta121,3号线,Dist5,83
Sta125,3号线,Dist5,Sta32,12号线,Dist6,84
Sta148,12号线,Dist2,Sta75,10号线,Dist5,84
Sta148,12号线,Dist2,Sta36,11号线,Dist10,84
Sta48,2号线,Dist2,Sta99,11号线,Dist10,84
Sta76,2号线,Dist4,Sta35,3号线,Dist5,84
Sta166,11号线,Dist10,Sta12,3号线,Dist7,84
Sta4,10号线,Dist5,Sta71,2号线,Dist4,84
Sta1,1号线,Dist1,Sta11,3号线,Dist5,84
Sta80,1号线,Dist3,Sta109,3号线,Dist5,84
Sta32,12号线,Dist6,Sta153,3号线,Dist5,84
Sta160,10号线,Dist5,Sta27,2号线,Dist2,84
Sta95,12号线,Dist5,Sta51,2号线,Dist7,84
Sta125,3号线,Dist5,Sta123,2号线,Dist2,84
Sta123,2号线,Dist2,Sta121,3号线,Dist5,84
Sta102,10号线,Dist5,Sta79,2号线,Dist1,84
Sta157,10号线,Dist8,Sta128,1号线,Dist3,84
Sta158,3号线,Dist5,Sta99,11号线,Dist10,84
Sta112,3号线,Dist5,Sta127,2号线,Dist2,84
Sta57,2号线,Dist4,Sta42,3号线,Dist5,84
Sta164,11号线,Dist5,Sta76,2号线,Dist4,84
Sta121,3号线,Dist5,Sta16,5号线,Dist5,84
Sta87,10号线,Dist8,Sta68,2号线,Dist4,84
Sta28,11号线,Dist10,Sta27,2号线,Dist2,84
Sta87,10号线,Dist8,Sta48,2号线,Dist2,84
Sta66,3号线,Dist7,Sta152,11号线,Dist1,84
Sta64,1号线,Dist3,Sta23,11号线,Dist5,84
Sta146,11号线,Dist6,Sta153,3号线,Dist5,84
Sta28,11号线,Dist10,Sta133,3号线,Dist6,84
Sta42,3号线,Dist5,Sta34,1号线,Dist3,84
Sta125,3号线,Dist5,Sta46,11号线,Dist8,84
Sta85,10号线,Dist5,Sta49,1号线,Dist3,84
Sta4,10号线,Dist5,Sta34,1号线,Dist3,84
Sta50,3号线,Dist7,Sta4,10号线,Dist5,84
Sta79,2号线,Dist1,Sta148,12号线,Dist2,84
Sta28,11号线,Dist10,Sta21,3号线,Dist7,84
Sta50,3号线,Dist7,Sta152,11号线,Dist1,84
Sta112,3号线,Dist5,Sta64,1号线,Dist3,84
Sta75,10号线,Dist5,Sta161,3号线,Dist7,84
Sta154,1号线,Dist3,Sta36,11号线,Dist10,84
Sta143,3号线,Dist7,Sta34,1号线,Dist3,84
Sta58,4号线,Dist8,Sta119,3号线,Dist7,84
Sta77,11号线,Dist10,Sta73,12号线,Dist2,84
Sta21,3号线,Dist7,Sta99,11号线,Dist10,84
Sta82,11号线,Dist5,Sta24,2号线,Dist6,84
Sta52,2号线,Dist4,Sta147,3号线,Dist5,84
Sta145,10号线,Dist5,Sta68,2号线,Dist4,84
Sta2,10号线,Dist5,Sta71,2号线,Dist4,84
Sta120,11号线,Dist6,Sta33,3号线,Dist5,85
Sta121,3号线,Dist5,Sta107,1号线,Dist2,85
Sta12,3号线,Dist7,Sta94,10号线,Dist5,85
Sta49,1号线,Dist3,Sta142,3号线,Dist5,85
Sta76,2号线,Dist4,Sta88,10号线,Dist5,85
Sta163,2号线,Dist1,Sta6,10号线,Dist5,85
Sta94,10号线,Dist5,Sta161,3号线,Dist7,85
Sta138,3号线,Dist6,Sta124,11号线,Dist10,85
Sta49,1号线,Dist3,Sta66,3号线,Dist7,85
Sta123,2号线,Dist2,Sta102,10号线,Dist5,85
Sta8,10号线,Dist5,Sta154,1号线,Dist3,85
Sta151,2号线,Dist2,Sta102,10号线,Dist5,85
Sta42,3号线,Dist5,Sta71,2号线,Dist4,85
Sta44,3号线,Dist5,Sta62,4号线,Dist8,85
Sta8,10号线,Dist5,Sta22,3号线,Dist6,85
Sta107,1号线,Dist2,Sta6,10号线,Dist5,85
Sta149,1号线,Dist3,Sta44,3号线,Dist5,85
Sta16,5号线,Dist5,Sta156,3号线,Dist7,85
Sta55,11号线,Dist5,Sta128,1号线,Dist3,85
Sta160,10号线,Dist5,Sta133,3号线,Dist6,85
Sta51,2号线,Dist7,Sta3,11号线,Dist6,85
Sta142,3号线,Dist5,Sta71,2号线,Dist4,85
Sta66,3号线,Dist7,Sta165,4号线,Dist8,85
Sta160,10号线,Dist5,Sta154,1号线,Dist3,85
Sta49,1号线,Dist3,Sta20,11号线,Dist5,85
Sta125,3号线,Dist5,Sta91,12号线,Dist6,85
Sta74,1号线,Dist3,Sta158,3号线,Dist5,85
Sta97,1号线,Dist3,Sta82,11号线,Dist5,85
Sta65,1号线,Dist3,Sta113,3号线,Dist5,85
Sta64,1号线,Dist3,Sta99,11号线,Dist10,85
Sta139,2号线,Dist5,Sta37,5号线,Dist5,85
Sta24,2号线,Dist6,Sta85,10号线,Dist5,85
Sta79,2号线,Dist1,Sta26,12号线,Dist5,85
Sta125,3号线,Dist5,Sta16,5号线,Dist5,85
Sta81,2号线,Dist2,Sta45,11号线,Dist5,85
Sta7,10号线,Dist5,Sta148,12号线,Dist2,85
Sta19,4号线,Dist8,Sta61,3号线,Dist7,85
Sta153,3号线,Dist5,Sta83,1号线,Dist2,85
Sta128,1号线,Dist3,Sta50,3号线,Dist7,85
Sta148,12号线,Dist2,Sta128,1号线,Dist3,85
Sta36,11号线,Dist10,Sta12,3号线,Dist7,85
Sta68,2号线,Dist4,Sta94,10号线,Dist5,86
Sta141,3号线,Dist5,Sta65,1号线,Dist3,86
Sta81,2号线,Dist2,Sta8,10号线,Dist5,86
Sta156,3号线,Dist7,Sta122,11号线,Dist10,86
Sta74,1号线,Dist3,Sta156,3号线,Dist7,86
Sta87,10号线,Dist8,Sta97,1号线,Dist3,86
Sta36,11号线,Dist10,Sta61,3号线,Dist7,86
Sta49,1号线,Dist3,Sta50,3号线,Dist7,86
Sta110,1号线,Dist3,Sta94,10号线,Dist5,86
Sta152,11号线,Dist1,Sta61,3号线,Dist7,86
Sta138,3号线,Dist6,Sta8,10号线,Dist5,86
Sta88,10号线,Dist5,Sta119,3号线,Dist7,86
Sta160,10号线,Dist5,Sta48,2号线,Dist2,86
Sta28,11号线,Dist10,Sta161,3号线,Dist7,86
Sta156,3号线,Dist7,Sta111,11号线,Dist5,86
Sta59,4号线,Dist8,Sta73,12号线,Dist2,86
Sta158,3号线,Dist5,Sta28,11号线,Dist10,86
Sta125,3号线,Dist5,Sta140,11号线,Dist5,86
