in,out,time
Sta104,Sta79,58
Sta102,Sta54,58
Sta54,Sta102,58
Sta151,Sta66,58
Sta66,Sta151,58
Sta97,Sta54,58
Sta54,Sta97,58
Sta64,Sta56,58
Sta56,Sta64,58
Sta129,Sta77,58
Sta77,Sta129,58
Sta42,Sta163,58
Sta163,Sta42,58
Sta17,Sta151,58
Sta151,Sta17,58
Sta28,Sta29,58
Sta29,Sta28,58
Sta34,Sta161,58
Sta161,Sta34,58
Sta69,Sta94,58
Sta94,Sta69,58
Sta112,Sta56,58
Sta56,Sta112,58
Sta70,Sta42,58
Sta42,Sta70,58
Sta17,Sta153,58
Sta153,Sta17,58
Sta150,Sta119,58
Sta119,Sta150,58
Sta100,Sta71,58
Sta71,Sta100,58
Sta123,Sta147,58
Sta147,Sta123,58
Sta29,Sta65,58
Sta65,Sta29,58
Sta152,Sta146,58
Sta146,Sta152,58
Sta99,Sta100,58
Sta100,Sta99,58
Sta120,Sta96,58
Sta96,Sta120,58
Sta6,Sta86,58
Sta86,Sta6,58
Sta36,Sta123,58
Sta123,Sta36,58
Sta32,Sta87,58
Sta87,Sta32,58
Sta66,Sta54,58
Sta54,Sta66,58
Sta139,Sta80,58
Sta80,Sta139,58
Sta91,Sta145,58
Sta145,Sta91,58
Sta60,Sta55,58
Sta55,Sta60,58
Sta146,Sta94,58
Sta94,Sta146,58
Sta70,Sta66,58
Sta66,Sta70,58
Sta33,Sta26,58
Sta26,Sta33,58
Sta8,Sta131,58
Sta131,Sta8,58
Sta155,Sta53,58
Sta53,Sta155,58
Sta25,Sta62,58
Sta62,Sta25,58
Sta19,Sta108,58
Sta108,Sta19,58
Sta37,Sta21,58
Sta21,Sta37,58
Sta103,Sta83,58
Sta83,Sta103,58
Sta36,Sta141,58
Sta141,Sta36,58
Sta70,Sta91,58
Sta91,Sta70,58
Sta130,Sta164,58
Sta164,Sta130,58
Sta95,Sta102,58
Sta102,Sta95,58
Sta29,Sta124,58
Sta124,Sta29,58
Sta78,Sta155,58
Sta155,Sta78,58
Sta77,Sta88,58
Sta88,Sta77,58
Sta58,Sta136,58
Sta136,Sta58,58
Sta62,Sta8,59
Sta8,Sta62,59
Sta139,Sta110,59
Sta110,Sta139,59
Sta139,Sta56,59
Sta56,Sta139,59
Sta168,Sta99,59
Sta99,Sta168,59
Sta122,Sta83,59
Sta83,Sta122,59
Sta46,Sta156,59
Sta156,Sta46,59
Sta119,Sta130,59
Sta130,Sta119,59
Sta102,Sta131,59
Sta131,Sta102,59
Sta111,Sta27,59
Sta27,Sta111,59
Sta77,Sta120,59
Sta120,Sta77,59
Sta66,Sta97,59
Sta97,Sta66,59
Sta158,Sta140,59
Sta140,Sta158,59
Sta32,Sta42,59
Sta42,Sta32,59
Sta141,Sta52,59
Sta52,Sta141,59
Sta13,Sta83,59
Sta83,Sta13,59
Sta99,Sta96,59
Sta96,Sta99,59
Sta161,Sta140,59
Sta140,Sta161,59
Sta14,Sta59,59
Sta59,Sta14,59
Sta86,Sta74,59
Sta74,Sta86,59
Sta5,Sta99,59
Sta99,Sta5,59
Sta153,Sta162,59
Sta162,Sta153,59
Sta18,Sta72,59
Sta72,Sta18,59
Sta6,Sta72,59
Sta72,Sta6,59
Sta7,Sta3,59
Sta3,Sta7,59
Sta157,Sta66,59
Sta66,Sta157,59
Sta56,Sta71,59
Sta71,Sta56,59
Sta92,Sta34,59
Sta34,Sta92,59
Sta44,Sta21,59
Sta21,Sta44,59
Sta151,Sta142,59
Sta142,Sta151,59
Sta41,Sta24,59
Sta24,Sta41,59
Sta57,Sta25,59
Sta25,Sta57,59
Sta39,Sta124,59
Sta124,Sta39,59
Sta137,Sta160,59
Sta160,Sta137,59
Sta130,Sta88,59
Sta88,Sta130,59
Sta36,Sta93,59
Sta93,Sta36,59
Sta44,Sta133,59
Sta133,Sta44,59
Sta93,Sta140,59
Sta140,Sta93,59
Sta68,Sta113,59
Sta113,Sta68,59
Sta64,Sta50,59
Sta50,Sta64,59
Sta59,Sta164,59
Sta164,Sta59,59
Sta139,Sta131,59
Sta131,Sta139,59
Sta71,Sta118,59
Sta118,Sta71,59
Sta112,Sta162,59
Sta162,Sta112,59
Sta62,Sta10,59
Sta10,Sta62,59
Sta136,Sta87,59
Sta87,Sta136,59
Sta53,Sta51,59
Sta51,Sta53,59
Sta98,Sta160,59
Sta160,Sta98,59
Sta38,Sta5,59
Sta5,Sta38,59
Sta142,Sta122,59
Sta122,Sta142,59
Sta130,Sta156,59
Sta156,Sta130,59
Sta126,Sta6,59
Sta6,Sta126,59
Sta45,Sta135,59
Sta135,Sta45,59
Sta32,Sta82,59
Sta82,Sta32,59
Sta155,Sta25,59
Sta25,Sta155,59
Sta109,Sta92,59
Sta92,Sta109,59
Sta12,Sta76,59
Sta76,Sta12,59
Sta164,Sta127,59
Sta127,Sta164,59
Sta146,Sta155,59
Sta155,Sta146,59
Sta109,Sta54,59
Sta54,Sta109,59
Sta49,Sta48,59
Sta48,Sta49,59
Sta50,Sta17,59
Sta17,Sta50,59
Sta39,Sta71,59
Sta71,Sta39,59
Sta16,Sta7,59
Sta7,Sta16,59
Sta38,Sta41,59
Sta41,Sta38,59
Sta123,Sta42,59
Sta42,Sta123,59
Sta30,Sta24,59
Sta24,Sta30,59
Sta129,Sta105,59
Sta105,Sta129,59
Sta60,Sta44,59
Sta44,Sta60,59
Sta124,Sta168,59
Sta168,Sta124,59
Sta81,Sta140,59
Sta140,Sta81,59
Sta143,Sta154,59
Sta154,Sta143,59
Sta90,Sta33,59
Sta33,Sta90,59
Sta9,Sta49,59
Sta49,Sta9,59
Sta166,Sta86,59
Sta86,Sta166,59
Sta22,Sta117,59
Sta117,Sta22,59
Sta72,Sta8,59
Sta8,Sta72,59
Sta164,Sta25,59
Sta25,Sta164,59
Sta7,Sta29,59
Sta29,Sta7,59
Sta35,Sta47,59
Sta47,Sta35,59
Sta120,Sta145,59
Sta145,Sta120,59
Sta122,Sta107,59
Sta107,Sta122,59
Sta30,Sta45,59
Sta45,Sta30,59
Sta13,Sta12,59
Sta12,Sta13,59
Sta45,Sta96,59
Sta96,Sta45,59
Sta61,Sta116,59
Sta116,Sta61,59
Sta10,Sta99,59
Sta99,Sta10,59
Sta125,Sta15,59
Sta15,Sta125,59
Sta14,Sta141,59
Sta141,Sta14,59
Sta41,Sta77,59
Sta77,Sta41,59
Sta39,Sta166,59
Sta166,Sta39,59
Sta79,Sta156,59
Sta156,Sta79,59
Sta76,Sta157,59
Sta157,Sta76,59
Sta128,Sta9,59
Sta9,Sta128,59
Sta76,Sta55,59
Sta55,Sta76,59
Sta22,Sta82,59
Sta82,Sta22,59
Sta89,Sta7,59
Sta7,Sta89,59
Sta77,Sta123,59
Sta123,Sta77,59
Sta30,Sta58,59
Sta58,Sta30,59
Sta36,Sta94,59
Sta94,Sta36,59
Sta88,Sta53,59
Sta53,Sta88,59
Sta88,Sta78,59
Sta78,Sta88,59
Sta75,Sta5,59
Sta5,Sta75,59
Sta30,Sta65,59
Sta65,Sta30,59
Sta75,Sta62,59
Sta62,Sta75,59
Sta27,Sta44,59
Sta44,Sta27,59
Sta154,Sta155,59
Sta155,Sta154,59
Sta124,Sta131,59
Sta131,Sta124,59
Sta156,Sta53,59
Sta53,Sta156,59
Sta36,Sta87,59
Sta87,Sta36,59
Sta129,Sta36,59
Sta36,Sta129,59
Sta65,Sta67,59
Sta67,Sta65,59
Sta19,Sta47,59
Sta47,Sta19,59
Sta124,Sta134,60
Sta134,Sta124,60
Sta109,Sta16,60
Sta16,Sta109,60
Sta75,Sta39,60
Sta39,Sta75,60
Sta42,Sta41,60
Sta41,Sta42,60
Sta100,Sta156,60
Sta156,Sta100,60
Sta113,Sta76,60
Sta76,Sta113,60
Sta129,Sta14,60
Sta14,Sta129,60
Sta30,Sta36,60
Sta36,Sta30,60
Sta126,Sta65,60
Sta65,Sta126,60
Sta37,Sta151,60
Sta151,Sta37,60
Sta22,Sta62,60
Sta62,Sta22,60
Sta130,Sta87,60
Sta87,Sta130,60
Sta110,Sta23,60
Sta23,Sta110,60
Sta104,Sta127,60
Sta127,Sta104,60
Sta89,Sta105,60
Sta105,Sta89,60
Sta126,Sta51,60
Sta51,Sta126,60
Sta124,Sta86,60
Sta86,Sta124,60
Sta70,Sta119,60
Sta119,Sta70,60
Sta164,Sta113,60
Sta113,Sta164,60
Sta12,Sta142,60
Sta142,Sta12,60
Sta121,Sta82,60
Sta82,Sta121,60
Sta74,Sta52,60
Sta52,Sta74,60
Sta118,Sta74,60
Sta74,Sta118,60
Sta21,Sta168,60
Sta168,Sta21,60
Sta36,Sta25,60
Sta25,Sta36,60
Sta15,Sta128,60
Sta128,Sta15,60
Sta119,Sta81,60
Sta81,Sta119,60
Sta22,Sta74,60
Sta74,Sta22,60
Sta80,Sta119,60
Sta119,Sta80,60
Sta72,Sta112,60
Sta112,Sta72,60
Sta130,Sta52,60
Sta52,Sta130,60
Sta132,Sta152,60
Sta152,Sta132,60
Sta147,Sta83,60
Sta83,Sta147,60
Sta83,Sta51,60
Sta51,Sta83,60
Sta161,Sta158,60
Sta158,Sta161,60
Sta141,Sta66,60
Sta66,Sta141,60
Sta33,Sta157,60
Sta157,Sta33,60
Sta122,Sta41,60
Sta41,Sta122,60
Sta152,Sta138,60
Sta138,Sta152,60
Sta5,Sta94,60
Sta94,Sta5,60
Sta121,Sta114,60
Sta114,Sta121,60
Sta36,Sta144,60
Sta144,Sta36,60
Sta115,Sta49,60
Sta49,Sta115,60
Sta42,Sta138,60
Sta138,Sta42,60
Sta14,Sta143,60
Sta143,Sta14,60
Sta15,Sta155,60
Sta155,Sta15,60
Sta57,Sta167,60
Sta167,Sta57,60
Sta41,Sta160,60
Sta160,Sta41,60
Sta77,Sta127,60
Sta127,Sta77,60
Sta134,Sta80,60
Sta80,Sta134,60
Sta59,Sta102,60
Sta102,Sta59,60
Sta114,Sta71,60
Sta71,Sta114,60
Sta111,Sta91,60
Sta91,Sta111,60
Sta61,Sta84,60
Sta84,Sta61,60
Sta71,Sta138,60
Sta138,Sta71,60
Sta47,Sta36,60
Sta36,Sta47,60
Sta14,Sta2,60
Sta2,Sta14,60
Sta48,Sta158,60
Sta158,Sta48,60
Sta7,Sta137,60
Sta137,Sta7,60
Sta107,Sta42,60
Sta42,Sta107,60
Sta42,Sta91,60
Sta91,Sta42,60
Sta89,Sta160,60
Sta160,Sta89,60
Sta147,Sta127,60
Sta127,Sta147,60
Sta81,Sta4,60
Sta4,Sta81,60
Sta27,Sta96,60
Sta96,Sta27,60
Sta136,Sta35,60
Sta35,Sta136,60
Sta159,Sta88,60
Sta88,Sta159,60
Sta155,Sta64,60
Sta64,Sta155,60
Sta92,Sta74,60
Sta74,Sta92,60
Sta166,Sta168,60
Sta168,Sta166,60
Sta103,Sta81,60
Sta81,Sta103,60
Sta103,Sta22,60
Sta22,Sta103,60
Sta7,Sta37,60
Sta37,Sta7,60
Sta117,Sta13,60
Sta13,Sta117,60
Sta57,Sta161,60
Sta161,Sta57,60
Sta138,Sta149,60
Sta149,Sta138,60
Sta82,Sta113,60
Sta113,Sta82,60
Sta85,Sta151,60
Sta151,Sta85,60
Sta144,Sta104,60
Sta104,Sta144,60
Sta54,Sta76,60
Sta76,Sta54,60
Sta94,Sta129,60
Sta129,Sta94,60
Sta33,Sta19,60
Sta19,Sta33,60
Sta12,Sta37,60
Sta37,Sta12,60
Sta42,Sta146,60
Sta146,Sta42,60
Sta71,Sta97,60
Sta97,Sta71,60
Sta118,Sta143,60
Sta143,Sta118,60
Sta153,Sta157,60
Sta157,Sta153,60
Sta3,Sta49,60
Sta49,Sta3,60
Sta24,Sta40,60
Sta40,Sta24,60
Sta48,Sta13,60
Sta13,Sta48,60
Sta124,Sta137,60
Sta137,Sta124,60
Sta163,Sta149,60
Sta149,Sta163,60
Sta49,Sta46,60
Sta46,Sta49,60
Sta132,Sta88,60
Sta88,Sta132,60
Sta19,Sta109,60
Sta109,Sta19,60
Sta143,Sta15,60
Sta15,Sta143,60
Sta112,Sta93,60
Sta93,Sta112,60
Sta123,Sta35,60
Sta35,Sta123,60
Sta122,Sta130,60
Sta130,Sta122,60
Sta124,Sta136,60
Sta136,Sta124,60
Sta85,Sta161,60
Sta161,Sta85,60
Sta50,Sta130,60
Sta130,Sta50,60
Sta37,Sta8,60
Sta8,Sta37,60
Sta108,Sta88,60
Sta88,Sta108,60
Sta70,Sta148,60
Sta148,Sta70,60
Sta111,Sta103,60
Sta103,Sta111,60
Sta74,Sta68,60
Sta68,Sta74,60
Sta72,Sta45,60
Sta45,Sta72,60
Sta18,Sta140,60
Sta140,Sta18,60
Sta95,Sta143,60
Sta143,Sta95,60
Sta81,Sta96,60
Sta96,Sta81,60
Sta105,Sta67,60
Sta67,Sta105,60
Sta28,Sta89,60
Sta89,Sta28,60
Sta139,Sta46,60
Sta46,Sta139,60
Sta101,Sta148,61
Sta148,Sta101,61
Sta28,Sta131,61
Sta131,Sta28,61
Sta27,Sta117,61
Sta117,Sta27,61
Sta84,Sta153,61
Sta153,Sta84,61
Sta99,Sta167,61
Sta167,Sta99,61
Sta133,Sta74,61
Sta74,Sta133,61
Sta81,Sta117,61
Sta117,Sta81,61
Sta61,Sta135,61
Sta135,Sta61,61
Sta33,Sta118,61
Sta118,Sta33,61
Sta112,Sta26,61
Sta26,Sta112,61
Sta28,Sta46,61
Sta46,Sta28,61
Sta152,Sta67,61
Sta67,Sta152,61
Sta91,Sta136,61
Sta136,Sta91,61
Sta87,Sta146,61
Sta146,Sta87,61
Sta114,Sta125,61
Sta125,Sta114,61
Sta155,Sta118,61
Sta118,Sta155,61
Sta168,Sta12,61
Sta12,Sta168,61
Sta95,Sta124,61
Sta124,Sta95,61
Sta165,Sta120,61
Sta120,Sta165,61
Sta143,Sta9,61
Sta9,Sta143,61
Sta70,Sta18,61
Sta18,Sta70,61
Sta127,Sta82,61
Sta82,Sta127,61
Sta43,Sta47,61
Sta47,Sta43,61
Sta110,Sta134,61
Sta134,Sta110,61
Sta16,Sta42,61
Sta42,Sta16,61
Sta113,Sta122,61
Sta122,Sta113,61
Sta47,Sta88,61
Sta88,Sta47,61
Sta54,Sta61,61
Sta61,Sta54,61
Sta77,Sta67,61
Sta67,Sta77,61
Sta44,Sta140,61
Sta140,Sta44,61
Sta75,Sta93,61
Sta93,Sta75,61
Sta8,Sta63,61
Sta63,Sta8,61
Sta57,Sta135,61
Sta135,Sta57,61
Sta107,Sta147,61
Sta147,Sta107,61
Sta112,Sta29,61
Sta29,Sta112,61
Sta8,Sta46,61
Sta46,Sta8,61
Sta61,Sta150,61
Sta150,Sta61,61
Sta165,Sta127,61
Sta127,Sta165,61
Sta82,Sta142,61
Sta142,Sta82,61
Sta81,Sta101,61
Sta101,Sta81,61
Sta27,Sta65,61
Sta65,Sta27,61
Sta54,Sta160,61
Sta160,Sta54,61
Sta29,Sta24,61
Sta24,Sta29,61
Sta18,Sta104,61
Sta104,Sta18,61
Sta96,Sta41,61
Sta41,Sta96,61
Sta36,Sta146,61
Sta146,Sta36,61
Sta31,Sta14,61
Sta14,Sta31,61
Sta134,Sta76,61
Sta76,Sta134,61
Sta53,Sta143,61
Sta143,Sta53,61
Sta146,Sta71,61
Sta71,Sta146,61
Sta62,Sta148,61
Sta148,Sta62,61
Sta8,Sta31,61
Sta31,Sta8,61
Sta42,Sta127,61
Sta127,Sta42,61
Sta166,Sta135,61
Sta135,Sta166,61
Sta60,Sta155,61
Sta155,Sta60,61
Sta38,Sta13,61
Sta13,Sta38,61
Sta86,Sta149,61
Sta149,Sta86,61
Sta65,Sta53,61
Sta53,Sta65,61
Sta12,Sta151,61
Sta151,Sta12,61
Sta157,Sta43,61
Sta43,Sta157,61
Sta111,Sta44,61
Sta44,Sta111,61
Sta98,Sta7,61
Sta7,Sta98,61
Sta119,Sta69,61
Sta69,Sta119,61
Sta143,Sta131,61
Sta131,Sta143,61
Sta166,Sta131,61
Sta131,Sta166,61
Sta73,Sta31,61
Sta31,Sta73,61
Sta19,Sta154,61
Sta154,Sta19,61
Sta122,Sta27,61
Sta27,Sta122,61
Sta76,Sta72,61
Sta72,Sta76,61
Sta61,Sta90,61
Sta90,Sta61,61
Sta142,Sta58,61
Sta58,Sta142,61
Sta109,Sta30,61
Sta30,Sta109,61
Sta16,Sta161,61
Sta161,Sta16,61
Sta35,Sta108,61
Sta108,Sta35,61
Sta109,Sta86,61
Sta86,Sta109,61
Sta68,Sta168,61
Sta168,Sta68,61
Sta100,Sta139,61
Sta139,Sta100,61
Sta131,Sta75,61
Sta75,Sta131,61
Sta43,Sta108,61
Sta108,Sta43,61
Sta28,Sta132,61
Sta132,Sta28,61
Sta163,Sta111,61
Sta111,Sta163,61
Sta152,Sta108,61
Sta108,Sta152,61
Sta9,Sta88,61
Sta88,Sta9,61
Sta75,Sta25,61
Sta25,Sta75,61
Sta152,Sta78,61
Sta78,Sta152,61
Sta111,Sta133,61
Sta133,Sta111,61
Sta168,Sta110,61
Sta110,Sta168,61
Sta14,Sta142,61
Sta142,Sta14,61
Sta36,Sta142,61
Sta142,Sta36,61
Sta117,Sta133,61
Sta133,Sta117,61
Sta166,Sta160,61
Sta160,Sta166,61
Sta98,Sta28,61
Sta28,Sta98,61
Sta153,Sta90,61
Sta90,Sta153,61
Sta87,Sta69,61
Sta69,Sta87,61
Sta119,Sta55,61
Sta55,Sta119,61
Sta152,Sta47,61
Sta47,Sta152,61
Sta58,Sta92,61
Sta92,Sta58,61
Sta99,Sta94,61
Sta94,Sta99,61
Sta55,Sta148,61
Sta148,Sta55,61
Sta76,Sta26,61
Sta26,Sta76,61
Sta82,Sta133,61
Sta133,Sta82,61
Sta142,Sta66,61
Sta66,Sta142,61
Sta163,Sta109,61
Sta109,Sta163,61
Sta46,Sta6,61
Sta6,Sta46,61
Sta36,Sta88,61
Sta88,Sta36,61
Sta91,Sta110,61
Sta110,Sta91,61
Sta160,Sta146,61
Sta146,Sta160,61
Sta81,Sta77,61
Sta77,Sta81,61
Sta127,Sta19,61
Sta19,Sta127,61
Sta136,Sta22,61
Sta22,Sta136,61
Sta140,Sta91,61
Sta91,Sta140,61
Sta46,Sta68,61
Sta68,Sta46,61
Sta95,Sta48,61
Sta48,Sta95,61
Sta31,Sta133,61
Sta133,Sta31,61
Sta68,Sta149,61
Sta149,Sta68,61
Sta79,Sta36,61
Sta36,Sta79,61
Sta131,Sta24,61
Sta24,Sta131,61
Sta156,Sta20,61
Sta20,Sta156,61
Sta48,Sta111,61
Sta111,Sta48,61
Sta118,Sta139,62
Sta139,Sta118,62
Sta42,Sta140,62
Sta140,Sta42,62
Sta14,Sta17,62
Sta17,Sta14,62
Sta164,Sta35,62
Sta35,Sta164,62
Sta151,Sta132,62
Sta132,Sta151,62
Sta34,Sta168,62
Sta168,Sta34,62
Sta36,Sta78,62
Sta78,Sta36,62
Sta65,Sta78,62
Sta78,Sta65,62
Sta77,Sta165,62
Sta165,Sta77,62
Sta104,Sta98,62
Sta98,Sta104,62
Sta127,Sta88,62
Sta88,Sta127,62
Sta1,Sta94,62
Sta94,Sta1,62
Sta56,Sta33,62
Sta33,Sta56,62
Sta149,Sta46,62
Sta46,Sta149,62
Sta60,Sta158,62
Sta158,Sta60,62
Sta147,Sta9,62
Sta9,Sta147,62
Sta66,Sta80,62
Sta80,Sta66,62
Sta76,Sta141,62
Sta141,Sta76,62
Sta161,Sta48,62
Sta48,Sta161,62
Sta117,Sta60,62
Sta60,Sta117,62
Sta91,Sta82,62
Sta82,Sta91,62
Sta156,Sta89,62
Sta89,Sta156,62
Sta61,Sta167,62
Sta167,Sta61,62
Sta77,Sta133,62
Sta133,Sta77,62
Sta48,Sta44,62
Sta44,Sta48,62
Sta83,Sta88,62
Sta88,Sta83,62
Sta8,Sta5,62
Sta5,Sta8,62
Sta59,Sta124,62
Sta124,Sta59,62
Sta161,Sta101,62
Sta101,Sta161,62
Sta73,Sta101,62
Sta101,Sta73,62
Sta131,Sta11,62
Sta11,Sta131,62
Sta34,Sta118,62
Sta118,Sta34,62
Sta78,Sta109,62
Sta109,Sta78,62
Sta61,Sta55,62
Sta55,Sta61,62
Sta94,Sta136,62
Sta136,Sta94,62
Sta14,Sta53,62
Sta53,Sta14,62
Sta121,Sta157,62
Sta157,Sta121,62
Sta156,Sta154,62
Sta154,Sta156,62
Sta11,Sta15,62
Sta15,Sta11,62
Sta45,Sta43,62
Sta43,Sta45,62
Sta130,Sta77,62
Sta77,Sta130,62
Sta139,Sta25,62
Sta25,Sta139,62
Sta90,Sta68,62
Sta68,Sta90,62
Sta124,Sta157,62
Sta157,Sta124,62
Sta74,Sta131,62
Sta131,Sta74,62
Sta12,Sta132,62
Sta132,Sta12,62
Sta163,Sta49,62
Sta49,Sta163,62
Sta109,Sta101,62
Sta101,Sta109,62
Sta44,Sta64,62
Sta64,Sta44,62
Sta154,Sta103,62
Sta103,Sta154,62
Sta74,Sta15,62
Sta15,Sta74,62
Sta141,Sta119,62
Sta119,Sta141,62
Sta18,Sta88,62
Sta88,Sta18,62
Sta156,Sta64,62
Sta64,Sta156,62
Sta128,Sta46,62
Sta46,Sta128,62
Sta122,Sta32,62
Sta32,Sta122,62
Sta63,Sta51,62
Sta51,Sta63,62
Sta68,Sta13,62
Sta13,Sta68,62
Sta81,Sta147,62
Sta147,Sta81,62
Sta122,Sta120,62
Sta120,Sta122,62
Sta143,Sta162,62
Sta162,Sta143,62
Sta102,Sta157,62
Sta157,Sta102,62
Sta9,Sta19,62
Sta19,Sta9,62
Sta99,Sta43,62
Sta43,Sta99,62
Sta128,Sta86,62
Sta86,Sta128,62
Sta158,Sta122,62
Sta122,Sta158,62
Sta28,Sta95,62
Sta95,Sta28,62
Sta40,Sta49,62
Sta49,Sta40,62
Sta33,Sta20,62
Sta20,Sta33,62
Sta11,Sta4,62
Sta4,Sta11,62
Sta51,Sta89,62
Sta89,Sta51,62
Sta141,Sta80,62
Sta80,Sta141,62
Sta14,Sta69,62
Sta69,Sta14,62
Sta130,Sta143,62
Sta143,Sta130,62
Sta161,Sta44,62
Sta44,Sta161,62
Sta143,Sta56,62
Sta56,Sta143,62
Sta63,Sta124,62
Sta124,Sta63,62
Sta64,Sta70,62
Sta70,Sta64,62
Sta43,Sta25,62
Sta25,Sta43,62
Sta137,Sta161,62
Sta161,Sta137,62
Sta50,Sta120,62
Sta120,Sta50,62
Sta136,Sta127,62
Sta127,Sta136,62
Sta133,Sta168,62
Sta168,Sta133,62
Sta123,Sta50,62
Sta50,Sta123,62
Sta68,Sta21,62
Sta21,Sta68,62
Sta91,Sta88,62
Sta88,Sta91,62
Sta167,Sta102,62
Sta102,Sta167,62
Sta122,Sta2,62
Sta2,Sta122,62
Sta3,Sta94,62
Sta94,Sta3,62
Sta76,Sta120,62
Sta120,Sta76,62
Sta159,Sta147,62
Sta147,Sta159,62
Sta76,Sta74,62
Sta74,Sta76,62
Sta86,Sta155,62
Sta155,Sta86,62
Sta81,Sta104,62
Sta104,Sta81,62
Sta100,Sta74,62
Sta74,Sta100,62
Sta1,Sta109,62
Sta109,Sta1,62
Sta52,Sta128,62
Sta128,Sta52,62
Sta3,Sta166,62
Sta166,Sta3,62
Sta54,Sta7,62
Sta7,Sta54,62
Sta113,Sta36,62
Sta36,Sta113,62
Sta47,Sta145,62
Sta145,Sta47,62
Sta76,Sta142,62
Sta142,Sta76,62
Sta143,Sta60,62
Sta60,Sta143,62
Sta99,Sta93,62
Sta93,Sta99,62
Sta110,Sta141,62
Sta141,Sta110,62
Sta29,Sta8,62
Sta8,Sta29,62
Sta136,Sta8,62
Sta8,Sta136,62
Sta28,Sta157,62
Sta157,Sta28,62
Sta167,Sta106,62
Sta106,Sta167,62
Sta76,Sta21,62
Sta21,Sta76,62
Sta164,Sta4,62
Sta4,Sta164,62
Sta41,Sta152,62
Sta152,Sta41,62
Sta115,Sta51,62
Sta51,Sta115,62
Sta132,Sta21,62
Sta21,Sta132,62
Sta163,Sta31,62
Sta31,Sta163,62
Sta39,Sta74,62
Sta74,Sta39,62
Sta14,Sta39,62
Sta39,Sta14,62
Sta12,Sta111,63
Sta111,Sta12,63
Sta2,Sta12,63
Sta12,Sta2,63
Sta139,Sta39,63
Sta39,Sta139,63
Sta160,Sta5,63
Sta5,Sta160,63
Sta4,Sta133,63
Sta133,Sta4,63
Sta84,Sta121,63
Sta121,Sta84,63
Sta154,Sta4,63
Sta4,Sta154,63
Sta22,Sta122,63
Sta122,Sta22,63
Sta35,Sta129,63
Sta129,Sta35,63
Sta120,Sta117,63
Sta117,Sta120,63
Sta56,Sta153,63
Sta153,Sta56,63
Sta145,Sta81,63
Sta81,Sta145,63
Sta140,Sta154,63
Sta154,Sta140,63
Sta109,Sta55,63
Sta55,Sta109,63
Sta90,Sta119,63
Sta119,Sta90,63
Sta26,Sta78,63
Sta78,Sta26,63
Sta43,Sta146,63
Sta146,Sta43,63
Sta41,Sta164,63
Sta164,Sta41,63
Sta140,Sta27,63
Sta27,Sta140,63
Sta52,Sta113,63
Sta113,Sta52,63
Sta87,Sta159,63
Sta159,Sta87,63
Sta122,Sta81,63
Sta81,Sta122,63
Sta49,Sta151,63
Sta151,Sta49,63
Sta4,Sta161,63
Sta161,Sta4,63
Sta84,Sta50,63
Sta50,Sta84,63
Sta109,Sta79,63
Sta79,Sta109,63
Sta97,Sta141,63
Sta141,Sta97,63
Sta52,Sta90,63
Sta90,Sta52,63
Sta32,Sta76,63
Sta76,Sta32,63
Sta7,Sta25,63
Sta25,Sta7,63
Sta53,Sta75,63
Sta75,Sta53,63
Sta163,Sta74,63
Sta74,Sta163,63
Sta28,Sta86,63
Sta86,Sta28,63
Sta73,Sta167,63
Sta167,Sta73,63
Sta159,Sta109,63
Sta109,Sta159,63
Sta110,Sta66,63
Sta66,Sta110,63
Sta152,Sta25,63
Sta25,Sta152,63
Sta31,Sta66,63
Sta66,Sta31,63
Sta25,Sta109,63
Sta109,Sta25,63
Sta137,Sta21,63
Sta21,Sta137,63
Sta157,Sta57,63
Sta57,Sta157,63
Sta36,Sta107,63
Sta107,Sta36,63
Sta11,Sta40,63
Sta40,Sta11,63
Sta152,Sta142,63
Sta142,Sta152,63
Sta106,Sta15,63
Sta15,Sta106,63
Sta106,Sta130,63
Sta130,Sta106,63
Sta41,Sta94,63
Sta94,Sta41,63
Sta44,Sta32,63
Sta32,Sta44,63
Sta68,Sta111,63
Sta111,Sta68,63
Sta151,Sta158,63
Sta158,Sta151,63
Sta67,Sta87,63
Sta87,Sta67,63
Sta66,Sta55,63
Sta55,Sta66,63
Sta11,Sta115,63
Sta115,Sta11,63
Sta45,Sta168,63
Sta168,Sta45,63
Sta158,Sta64,63
Sta64,Sta158,63
Sta41,Sta87,63
Sta87,Sta41,63
Sta136,Sta129,63
Sta129,Sta136,63
Sta165,Sta148,63
Sta148,Sta165,63
Sta107,Sta96,63
Sta96,Sta107,63
Sta137,Sta165,63
Sta165,Sta137,63
Sta48,Sta132,63
Sta132,Sta48,63
Sta35,Sta163,63
Sta163,Sta35,63
Sta122,Sta42,63
Sta42,Sta122,63
Sta74,Sta162,63
Sta162,Sta74,63
Sta38,Sta130,63
Sta130,Sta38,63
Sta42,Sta37,63
Sta37,Sta42,63
Sta118,Sta106,63
Sta106,Sta118,63
Sta148,Sta4,63
Sta4,Sta148,63
Sta98,Sta124,63
Sta124,Sta98,63
Sta57,Sta55,63
Sta55,Sta57,63
Sta150,Sta51,63
Sta51,Sta150,63
Sta14,Sta113,63
Sta113,Sta14,63
Sta100,Sta45,63
Sta45,Sta100,63
Sta15,Sta149,63
Sta149,Sta15,63
Sta147,Sta132,63
Sta132,Sta147,63
Sta36,Sta41,63
Sta41,Sta36,63
Sta3,Sta149,63
